Artist,Museum,Gender,Ethnicity,Location,Year
Vincent Salandri,Detroit Institute of Arts,man,,,
August Sander,Detroit Institute of Arts,man,white,Europe,1880.0
William Sanger,Detroit Institute of Arts,man,white,Europe,1870.0
Joel Sayre,Detroit Institute of Arts,man,,North America,
Franco Scalamandre,Detroit Institute of Arts,man,white,Europe,1900.0
Italo Scanga,Detroit Institute of Arts,man,white,Europe,1930.0
Girolamo Scarselli,Detroit Institute of Arts,man,,Europe,1640.0
Bartolomeo Schidone,Detroit Institute of Arts,man,white,Europe,1580.0
Rudolf Schlichter,Detroit Institute of Arts,man,white,Europe,1890.0
Martin Schongauer,Detroit Institute of Arts,man,white,Europe,1440.0
Adolphe Schreyer,Detroit Institute of Arts,man,white,Europe,1830.0
Charles Schucker,Detroit Institute of Arts,man,white,North America,1910.0
Daniel SchwestermA?ller,Detroit Institute of Arts,man,,,
Joyce Scott,Detroit Institute of Arts,woman,black,North America,1950.0
Alois Senefelder,Detroit Institute of Arts,man,white,Europe,1770.0
Gino Severini,Detroit Institute of Arts,man,white,Europe,1880.0
Everett Shinn,Detroit Institute of Arts,man,white,North America,1880.0
Kataro Shirayamadani,Detroit Institute of Arts,man,asian,Asia and the Pacific,1860.0
Pierre Eugene du Simitiere,Detroit Institute of Arts,man,white,Europe,1740.0
Charles Louis Simonneau,Detroit Institute of Arts,man,white,Europe,1640.0
John Sloan,Detroit Institute of Arts,man,white,North America,1870.0
Harald Slott-Moller,Detroit Institute of Arts,man,white,Europe,1860.0
Albert Delmont Smith,Detroit Institute of Arts,man,white,North America,1890.0
James V. Smith,Detroit Institute of Arts,man,,,
V. Douglas Snow,Detroit Institute of Arts,man,white,North America,1930.0
Gilda Snowden,Detroit Institute of Arts,,black,North America,1950.0
William Sommer,Detroit Institute of Arts,man,,North America,1870.0
William Louis Sonntag,Detroit Institute of Arts,man,white,North America,1820.0
Andre-Charles Boulle and his sons,Detroit Institute of Arts,man,white,Europe,1640.0
"John Flaxman, Sr.",Detroit Institute of Arts,man,white,Europe,1760.0
"Robert Havell, Sr.",Detroit Institute of Arts,man,white,,1770.0
H. F. Stager,Detroit Institute of Arts,man,white,North America,
Johann Baptist Stahl,Detroit Institute of Arts,man,white,,1870.0
Richard Stankiewicz,Detroit Institute of Arts,man,,North America,1920.0
John Mix Stanley,Detroit Institute of Arts,man,white,North America,1810.0
Christian Staub,Detroit Institute of Arts,man,white,,1920.0
Robert J. Steinberg,Detroit Institute of Arts,man,,North America,1950.0
Marcel Sternberger,Detroit Institute of Arts,man,white,Europe,1900.0
Maurice Sterne,Detroit Institute of Arts,man,white,,1880.0
Alfred Stieglitz,Detroit Institute of Arts,man,white,North America,1860.0
Jacob van der Stok,Detroit Institute of Arts,,,Europe,1790.0
Ludwig Philipp Strack,Detroit Institute of Arts,man,white,Europe,1760.0
William Strang,Detroit Institute of Arts,man,white,,1860.0
Bernardo Strozzi,Detroit Institute of Arts,man,white,Europe,1580.0
Pierre Le Sueur,Detroit Institute of Arts,man,white,Europe,
Silvestro da Sulmona,Detroit Institute of Arts,man,,Europe,1450.0
Grant Swayze,Detroit Institute of Arts,man,,,
Pieter Tanje,Detroit Institute of Arts,man,white,Europe,1710.0
Ambroise Tardieu,Detroit Institute of Arts,man,white,Europe,1790.0
Antonio Tempesta,Detroit Institute of Arts,man,,Europe,1560.0
Carden Terry,Detroit Institute of Arts,man,white,,
Bob Thompson,Detroit Institute of Arts,man,,North America,1940.0
Walasse Ting,Detroit Institute of Arts,man,asian,Asia and the Pacific,1930.0
Samuel Tingley,Detroit Institute of Arts,man,,North America,
Mark Tobey,Detroit Institute of Arts,man,white,North America,1890.0
James Torlakson,Detroit Institute of Arts,man,white,North America,1950.0
F. Torond,Detroit Institute of Arts,man,white,Europe,
Carl Toth,Detroit Institute of Arts,man,white,North America,1950.0
Georges de La Tour,Detroit Institute of Arts,man,white,Europe,1590.0
Glen Tracy,Detroit Institute of Arts,man,white,North America,1880.0
Adolph Triedler,Detroit Institute of Arts,man,,North America,1890.0
Paul Troubetzkoy,Detroit Institute of Arts,man,,,
Andrew Watson Turnbull,Detroit Institute of Arts,man,white,Europe,1870.0
Charles Turner,Detroit Institute of Arts,man,white,North America,
Lucas van Uden,Detroit Institute of Arts,man,white,,1600.0
Julius Ulke,Detroit Institute of Arts,man,white,,1820.0
Kitigawa Utamaro,Detroit Institute of Arts,man,asian,Asia and the Pacific,1750.0
Wallerant Vaillant,Detroit Institute of Arts,man,white,Europe,1620.0
Edmond EugA?ne Valton,Detroit Institute of Arts,man,white,Europe,1840.0
Antonio Vanditti,Detroit Institute of Arts,man,,,
Victor Vasarely,Detroit Institute of Arts,man,white,Europe,1910.0
Dirk Vellert,Detroit Institute of Arts,man,white,Europe,1480.0
Agustino Veneziano,Detroit Institute of Arts,man,white,Europe,1490.0
Paolo Venini,Detroit Institute of Arts,man,white,Europe,1900.0
Elizabeth O'Neill Verner,Detroit Institute of Arts,woman,white,North America,1880.0
Renzo Vespignani,Detroit Institute of Arts,man,white,Europe,1920.0
Jacques Jules Veyrassat,Detroit Institute of Arts,,white,Europe,1830.0
Leonardo da Vinci,Detroit Institute of Arts,man,white,Europe,1450.0
Alessandro Vitali,Detroit Institute of Arts,man,white,Europe,1580.0
Marten de Vos,Detroit Institute of Arts,man,white,Europe,1530.0
C. F. A. Voysey,Detroit Institute of Arts,man,white,,1860.0
Cornelis Hendriksz. Vroom,Detroit Institute of Arts,man,white,Europe,1590.0
A?douard Vuillard,Detroit Institute of Arts,man,white,Europe,1870.0
Wesley Walberg,Detroit Institute of Arts,man,white,North America,1930.0
Abraham Walkowitz,Detroit Institute of Arts,man,white,,1880.0
Mattias Wallbaum,Detroit Institute of Arts,,white,Europe,1550.0
Mildred Waltrip,Detroit Institute of Arts,,,North America,1910.0
Sir Leslie Ward,Detroit Institute of Arts,man,white,Europe,1850.0
Charles John Watson,Detroit Institute of Arts,man,white,Europe,1850.0
Robert Watts,Detroit Institute of Arts,man,white,,1920.0
Edward Webb,Detroit Institute of Arts,man,white,North America,1670.0
Hannah Weiner,Detroit Institute of Arts,woman,white,North America,1930.0
Sabine Weiss,Detroit Institute of Arts,woman,white,Europe,1920.0
Tom Wesselmann,Detroit Institute of Arts,man,white,North America,1930.0
Brett Weston,Detroit Institute of Arts,man,white,North America,1910.0
Charles S. White,Detroit Institute of Arts,man,,North America,
Charles Wilbert White,Detroit Institute of Arts,man,black,North America,1920.0
Robert J. Wickenden,Detroit Institute of Arts,man,white,Europe,1860.0
William T. Wiley,Detroit Institute of Arts,man,white,North America,1940.0
Joseph Wilferd,Detroit Institute of Arts,man,,,
Johann Georg Wille,Detroit Institute of Arts,man,white,Europe,1720.0
James Leon Williams,Detroit Institute of Arts,man,,North America,1850.0
Mildred Emerson Williams,Detroit Institute of Arts,woman,white,North America,1890.0
George Willison,Detroit Institute of Arts,man,white,Europe,1740.0
Joseph Willson,Detroit Institute of Arts,man,,North America,
Jan Wils,Detroit Institute of Arts,man,white,Europe,1890.0
Arnold Wiltz,Detroit Institute of Arts,man,white,,1890.0
John W. Winkler,Detroit Institute of Arts,man,white,,1890.0
Nicholas Wollaston,Detroit Institute of Arts,man,,Europe,
Beatrice Wood,Detroit Institute of Arts,woman,white,North America,1890.0
William Woollett,Detroit Institute of Arts,man,white,Europe,1740.0
Thomas Wright,Detroit Institute of Arts,man,white,Europe,
Julie A. Wroblewski,Detroit Institute of Arts,woman,white,,
Lloyd Wulf,Detroit Institute of Arts,man,white,North America,1910.0
Philippe Xhrowet,Detroit Institute of Arts,man,white,Europe,1720.0
Utagawa Yoshikazu,Detroit Institute of Arts,man,asian,Asia and the Pacific,1850.0
Frans Pourbus  the Younger,Detroit Institute of Arts,man,white,Europe,1570.0
Herman Saftleven the Younger,Detroit Institute of Arts,man,white,Europe,1610.0
Jan Brueghel the Younger,Detroit Institute of Arts,man,white,Europe,1600.0
Jane Younger,Detroit Institute of Arts,woman,white,,1860.0
Jack Youngerman,Detroit Institute of Arts,man,white,North America,1930.0
Master M. Z.,Detroit Institute of Arts,,,,
Walter Zeising,Detroit Institute of Arts,man,white,Europe,1880.0
Karl Zerbe,Detroit Institute of Arts,man,white,Europe,1900.0
Wang Zhenpeng,Detroit Institute of Arts,man,asian,Asia and the Pacific,
Andrea Zoan,Detroit Institute of Arts,,white,Europe,
Giuseppi Zocchi,Detroit Institute of Arts,man,white,Europe,1710.0
Federico Zuccaro,Detroit Institute of Arts,man,white,Europe,1540.0
Berenice Abbott,High Museum of Art,woman,white,North America,1900.0
Ansel Adams,High Museum of Art,man,white,North America,1900.0
Leroy Almon,High Museum of Art,man,black,North America,1940.0
El Anatsui,High Museum of Art,man,black,Africa,1940.0
Linda Anderson,High Museum of Art,,,North America,1940.0
Benny Andrews,High Museum of Art,man,black,North America,1930.0
Ron Arad,High Museum of Art,man,other,Europe,1950.0
Diane Arbus,High Museum of Art,woman,white,North America,1920.0
Felipe Benito Archuleta,High Museum of Art,man,hispanic,,1910.0
Richard Artschwager,High Museum of Art,man,white,North America,1920.0
EugA?ne Atget,High Museum of Art,man,white,Europe,1860.0
Richard Avedon,High Museum of Art,man,white,North America,1920.0
Barent Avercamp,High Museum of Art,man,white,Europe,1610.0
Radcliffe Bailey,High Museum of Art,man,black,North America,1970.0
Edward Mitchell Bannister,High Museum of Art,man,,North America,1830.0
George N. Barnard,High Museum of Art,man,white,North America,1820.0
Paul Wayland Bartlett,High Museum of Art,man,white,North America,1860.0
Antoine-Louis Barye,High Museum of Art,man,white,Europe,1800.0
Jean-Michel Basquiat,High Museum of Art,man,black,North America,1960.0
Pompeo Batoni,High Museum of Art,man,white,Europe,1710.0
FrACdACric Bazille,High Museum of Art,man,white,Europe,
Romare Bearden,High Museum of Art,man,,North America,1910.0
Cecilia Beaux,High Museum of Art,woman,white,North America,
Robert Bechtle,High Museum of Art,man,white,North America,1930.0
Giovanni Bellini,High Museum of Art,man,white,Europe,1430.0
George Bellows,High Museum of Art,man,white,North America,1880.0
Lynda Benglis,High Museum of Art,,,North America,1940.0
Giovanni Maria Benzoni,High Museum of Art,man,white,Europe,1810.0
Emile Bernard,High Museum of Art,man,white,Europe,1870.0
John Bieber,High Museum of Art,man,white,,
Albert Bierstadt,High Museum of Art,man,white,Europe,1830.0
Ilse Bing,High Museum of Art,woman,white,Europe,1900.0
Christian Boltanski,High Museum of Art,man,white,Europe,1940.0
Yacouba BondAC,High Museum of Art,,,,
Pierre Bonnard,High Museum of Art,man,white,Europe,1870.0
Osei Bonsu,High Museum of Art,man,black,Africa,1900.0
Zalmon Bostwick,High Museum of Art,man,,,
EugA?ne Louis Boudin,High Museum of Art,man,white,Europe,1820.0
Emile-Antoine Bourdelle,High Museum of Art,man,white,Europe,1860.0
William Bradford,High Museum of Art,man,white,North America,1820.0
Josef Breitenbach,High Museum of Art,man,white,Europe,1900.0
Marcel Breuer,High Museum of Art,man,white,Europe,1900.0
Morton Broffman,High Museum of Art,man,white,North America,1930.0
William Mason Brown,High Museum of Art,man,white,North America,1830.0
Eugene Von Bruenchenhein,High Museum of Art,man,white,North America,1910.0
Francis BruguiA?re,High Museum of Art,man,white,North America,1880.0
Christopher Bucklow,High Museum of Art,man,white,Europe,1960.0
Lucinda Bunnen,High Museum of Art,woman,white,North America,1930.0
David Butler,High Museum of Art,man,,North America,
Julia Margaret Cameron,High Museum of Art,woman,white,,1820.0
Paul Caponigro,High Museum of Art,man,white,North America,1930.0
Vittore Carpaccio,High Museum of Art,man,white,Europe,1460.0
Jean-Joseph CarriA?s,High Museum of Art,man,white,Europe,1860.0
Albert-Ernest Carrier-Belleuse,High Museum of Art,man,white,Europe,1820.0
Ned Cartledge,High Museum of Art,man,,North America,1920.0
Mary Cassatt,High Museum of Art,woman,white,North America,1840.0
James Castle,High Museum of Art,man,white,North America,1900.0
Oraien Catledge,High Museum of Art,man,white,North America,1930.0
Nick Cave,High Museum of Art,man,,North America,1960.0
Jean-Charles Cazin,High Museum of Art,man,white,Europe,1840.0
John Cederquist,High Museum of Art,man,white,North America,1950.0
Thomas Chandler,High Museum of Art,man,,,1800.0
William Merritt Chase,High Museum of Art,man,white,North America,1850.0
Joseph Chinard,High Museum of Art,man,white,Europe,1760.0
Rudolph Christ,High Museum of Art,,white,,
Edward Clark,High Museum of Art,man,,North America,1930.0
Chuck Close,High Museum of Art,man,white,North America,1940.0
Raymond Coins,High Museum of Art,man,white,North America,1900.0
Thomas Cole,High Museum of Art,man,white,Europe,1800.0
Willie Cole,High Museum of Art,man,black,North America,1960.0
Robert Colescott,High Museum of Art,man,,North America,1920.0
William Collins,High Museum of Art,man,white,Europe,1790.0
Felipe Jesus Consalvos,High Museum of Art,man,hispanic,,1890.0
John Constable,High Museum of Art,man,white,Europe,1780.0
Ferdinand Cooper,High Museum of Art,man,,North America,1910.0
John Singleton Copley,High Museum of Art,man,white,North America,1740.0
Joseph Cornell,High Museum of Art,man,white,North America,1900.0
Jean-Baptiste-Camille Corot,High Museum of Art,man,white,Europe,
Petah Coyne,High Museum of Art,woman,white,North America,1950.0
Tony Cragg,High Museum of Art,man,white,Europe,1950.0
Francis Criss,High Museum of Art,man,white,,1900.0
Jasper Francis Cropsey,High Museum of Art,man,white,North America,1820.0
Russell Crotty,High Museum of Art,man,white,North America,1960.0
Johann Mengels Culverhouse,High Museum of Art,,,Europe,1820.0
Pierre-Jean David d'Angers,High Museum of Art,man,white,Europe,1790.0
Albrecht DA?rer,High Museum of Art,man,white,Europe,1470.0
AimAC-Jules Dalou,High Museum of Art,man,white,Europe,1840.0
Jean Pierre Dantan,High Museum of Art,man,white,Europe,1800.0
Henry Darger,High Museum of Art,man,white,North America,1890.0
Felix Octavius Carr Darley,High Museum of Art,man,white,North America,1820.0
Charles-FranA?ois Daubigny,High Museum of Art,man,white,Europe,1820.0
Bruce Davidson,High Museum of Art,man,white,North America,1930.0
Alexander Jackson Davis,High Museum of Art,man,white,North America,1800.0
Gene Davis,High Museum of Art,man,white,North America,1920.0
Ulysses Davis,High Museum of Art,man,black,North America,1910.0
Joseph Rodefer DeCamp,High Museum of Art,man,white,North America,1860.0
Alexandre-Gabriel Decamps,High Museum of Art,man,white,Europe,1800.0
Roy DeCarava,High Museum of Art,man,black,North America,1920.0
Theodore Deck,High Museum of Art,,white,Europe,1820.0
Jean-Baptiste Defernex,High Museum of Art,man,white,Europe,1730.0
Edgar Degas,High Museum of Art,man,white,Europe,1830.0
EugA?ne Delacroix,High Museum of Art,man,white,Europe,1800.0
Luc Delahaye,High Museum of Art,man,white,Europe,1960.0
Beauford Delaney,High Museum of Art,man,,North America,1900.0
Donald Deskey,High Museum of Art,man,white,North America,1890.0
Charles Despiau,High Museum of Art,man,white,Europe,1870.0
Otto Dix,High Museum of Art,man,white,Europe,1890.0
Thomas Doughty,High Museum of Art,man,white,North America,1790.0
Aaron Douglas,High Museum of Art,man,black,North America,1900.0
Sam Doyle,High Museum of Art,man,black,North America,1910.0
David Drake,High Museum of Art,man,,North America,
Robert S. Duncanson,High Museum of Art,man,,North America,1820.0
Asher Brown Durand,High Museum of Art,man,white,North America,1800.0
Charles Eames,High Museum of Art,man,white,North America,1910.0
Ralph Earl,High Museum of Art,man,white,,1750.0
William Edmondson,High Museum of Art,man,black,North America,1870.0
William Eggleston,High Museum of Art,man,white,North America,1940.0
Jan Brueghel the Elder,High Museum of Art,man,white,Europe,1570.0
Lucas Cranach the Elder,High Museum of Art,man,white,Europe,
Max Ernst,High Museum of Art,man,white,Europe,1890.0
Richard Estes,High Museum of Art,man,white,North America,1930.0
Minnie Evans,High Museum of Art,woman,black,North America,1890.0
Walker Evans,High Museum of Art,man,white,North America,1900.0
Francois-Xavier Fabre,High Museum of Art,man,white,,1770.0
A?tienne Falconet,High Museum of Art,man,,Europe,1720.0
Jean-Alexandre-Joseph FalguiA?re,High Museum of Art,man,white,Europe,1830.0
John La Farge,High Museum of Art,man,white,North America,1840.0
Paulding Farnham,High Museum of Art,man,white,North America,1860.0
Paul Feeley,High Museum of Art,man,white,North America,1910.0
Paolo di Giovanni Fei,High Museum of Art,man,white,Europe,1340.0
Spencer Finch,High Museum of Art,man,white,North America,1960.0
Howard Finster,High Museum of Art,man,white,North America,1920.0
Alexandre-Evariste Fragonard,High Museum of Art,man,white,Europe,1780.0
Robert Frank,High Museum of Art,man,white,Europe,1920.0
Helen Frankenthaler,High Museum of Art,woman,white,North America,1930.0
Leonard Freed,High Museum of Art,man,white,North America,1930.0
EugA?ne Fromentin,High Museum of Art,man,white,Europe,1820.0
Frank Furness,High Museum of Art,man,white,North America,1840.0
Attributed to FranA?ois GACrard,High Museum of Art,man,white,Europe,1770.0
